Entity1,Entity2,Strength,Content
包装饮用水,铜绿假单胞菌,1,铜陵市碧泉饮品有限公司生产的碧捷包装饮用水，铜绿假单胞菌不合格。
豆制品,山梨酸,1,1批次豆制品山梨酸超标
调味品,大肠菌群,1,1.牡丹江市祥源调味品酿造厂生产的祥源豆瓣酱大肠菌群指标超标。
酱油,氨基酸态氮,1,2.黑龙江省雁窝岛集团宏启酱醋厂生产的特鲜王酱油氨基酸态氮指标不达标和铵盐(以占氨基酸态氮的百分比计)指标超标。
调味品,氨基酸态氮,1,而氨基酸态氮是调味品的重要品质指标之一，主要用于判断调味品的发酵程度，衡量调味品的品质和鲜度。
白酒,甜蜜素,1,11月28日，山西省食药监局发布《山西省食品药品监督管理局2016年食品安全监督抽检信息公告（第40期）》，通报了9批次食品不合格，其中山西省河曲县楼子营香山酒厂生产的2批次白酒检出甜蜜素。
酒类,甜蜜素,1,2批次酒类检出甜蜜素
饮用纯净水,铜绿假单胞菌,1,标称运城市风陵渡开发区生活向导广告中心销售的标称润之源食品饮料有限公司生产的饮用纯净水、标称运城市风陵渡开发区恒德纯净水饮料厂生产的饮用纯净水、标称左云县隆鑫泉食品加工有限责任公司生产的雁云山泉水、标称山西千百度饮业有限公司生产的饮用纯净水检出铜绿假单胞菌。
面包,菌落总数,1,其中云南达利食品有限公司生产的达利园法式软面包，菌落总数超过国家标准186倍！
蜜饯,甜蜜素,1,《食品添加剂使用标准》（GB2760-2014）则规定，甜蜜素在蜜饯凉果中的最大使用量为1.0g/kg。
花生,大肠菌群,1,　　苹果花园旗舰店在天猫（网站）销售的标称上海欧博食品有限公司生产的花生牛轧糖，大肠菌群检出值为750MPN/100g。
锅巴,大肠菌群,1,　　三义食品专营店在天猫（网站）商城销售的标称湖北卧龙神厨食品股份有限公司生产的卧龙锅巴（老灶）麻辣味，大肠菌群检出值为20、25、15、30、20 CFU/g。
薯条,乙二胺四乙酸二钠,1,　　禹州市紫烨红食品有限公司销售的标称禹州市紫烨红食品有限公司生产的红心薯条，乙二胺四乙酸二钠检出值为0.47g/kg。
白酒,氰化物,1,　　长期饮用氰化物超标的白酒，会给人体的健康带来危害。
香肠,工业明胶,1,工业明胶成香肠“佐料” 涉案总金额近亿元
猪肉,工业明胶,1,用病死猪肉制作熟食、使用工业明胶冒充食用明胶……
油条,铝,1,无独有偶，当地另一小吃经营者梁某制作的油条中，铝含量竟然高达318.6mg/kg，超过国家标准3倍多。
蜜饯,滑石粉,1,    根据GB 2763-2014《食品安全国家标准食品中最大残留限量》规定，滑石粉作为抗结剂，只允许使用于蜜饯凉果类食品中的凉果、话化类食品，熟制坚果与籽类等炒货食品中不允许使用滑石粉。
蜜饯,乙二胺四乙酸二钠,1,    根据我国《食品安全国家标准食品添加剂使用标准》（ GB 2760-2014）规定蜜饯凉果中的果脯类（仅限地瓜果脯）使用乙二胺四乙酸二钠（最大使用量为0.25g/kg），其他类别的蜜饯凉果类不得使用。
牛肉,山梨酸,1,(一)聚美宝京东全球购专营店在京东(网站)全球购销售的标称原产自美国Costco Wholesale Corporation生产的kirkland牛肉条，山梨酸检出值为0.88g/kg。
牛肉,菌落总数,1,(二)食之趣进出口贸易(上海)有限公司在1号店(网站)商城销售的标称产自中国香港颂巢食品(香港)有限公司生产的香辣手撕牛肉片，菌落总数检出值为11000CFU/g。
肉制品,大肠菌群,1,(三)杏花楼官方旗舰店在1号店(网站)销售的标称上海杏花楼食品有限公司生产的咸鸡(酱卤肉制品)，大肠菌群检出值为930MPN/100g。
猪肉,菌落总数,1,(四)麦卡休闲食品专营店在京东(网站)销售的标称晋江力绿食品有限公司生产的猪肉片(香辣味)，菌落总数检出值为160000CFU/g。
火腿,过氧化值,1,寿都密码食品专营店在苏宁易购销售的标称江苏长寿大红门食品有限公司生产的如皋火腿，过氧化值检出值比标准高出3.7倍。
酒类,大肠菌群,1,近日，陕西省食品药品监督管理局对饮料、方便食品、酒类、食用油、乳制品等21类130批次样品进行抽检，发现不合格样品6批次，主要涉及产品质量不达标、大肠菌群超标等问题。
豆制品,山梨酸,1,1. 豆制品不合格样品1批次：中国黑龙江省克东县人和春腐乳有限责任公司生产的红腐乳山梨酸指标超标。
花生,二氧化硫,1,7.炒货及坚果制品：诸城市天福食品有限公司生产的1批次卤花生中二氧化硫项目不合格;高唐县亨通食品有限公司生产的1批次咸干花生中二氧化硫项目不合格。
蜂蜜,氯霉素,1,京东（网站）小树家销售的标称宁波市新康蜂业有限公司生产的雷允上蜂蜜，氯霉素检出值为0.543μg/kg。
烤鱼片,菌落总数,1,除电商平台外，检出的不合格食品还包括大连沃尔玛百货有限公司销售的标称大连三山岛海产食品有限公司生产的烤鱼片和美味鱼片（香烤味）菌落总数超标。
金桔,乙二胺四乙酸二钠,1,广东亿心食品工业有限公司生产的“冰糖金桔”被抽检出违规使用乙二胺四乙酸二钠食品添加剂，抽检结果为“乙二胺四乙酸二钠‖0.40g/kg‖”。
臭豆腐,硫酸亚铁,1,南京一家豆腐作坊生产臭豆腐时，添加了一种叫硫酸亚铁的物质。
馒头,铝,1,此次抽验中，铝残留量超标问题突出，有19批次的面制食品铝残留量指标超过标准规定，其中常熟市碧溪新区碧溪东路一家馒头店出售的肉馒头铝的残留量检测值达796 mg/kg，超过标准量近七倍。
银耳,二氧化硫,1,在5种不合格食品中，由福建古田兴宇食用菌批发商行提供的银耳二氧化硫超标最明显，达到了标准值最高限的19倍。
花生,金黄色葡萄球菌,1,在市食品安全办今天通报的8种不合格食品中，花生就占了4种，其中一种“香飘飘”花生还检出了致病菌金黄色葡萄球菌。
花生,过氧化值,1,此外，执法人员还发现，好邻居连锁便利店百子湾五分店销售的、标称威海三昌食品有限公司（中日合资）生产的脆皮花生，朝来万通市场5排3号摊商销售的“恒领”满口香（裹衣花生）过氧化值超标。
白酒,塑化剂,1,原来香料厂不惜花大价钱更换包装桶检测塑化剂，其实是和白酒塑化剂事件直接相关，添加剂中如果溶解了塑化剂，那么就有可能迁移进白酒中。
生鲜乳,瘦肉精,1,    据介绍，经过历时5个月的深入治理整顿，该省食品行业四大类重点产品安全水平进一步提高，其中原料乳生产收购秩序更加规范，生鲜乳检测合格率100％，没有发生生鲜乳质量安全重大事故；私屠滥宰、病死肉、注水肉现象得到有效控制，全省719家生猪定点屠宰企业完成自查，265家提交整改申请，212家被取消定点屠宰资格，生猪抽检尿样未发现“瘦肉精”呈阳性问题；蔬菜生产中违规使用农药问题得到有效控制，蔬菜农残合格率98％以上。
绿茶,滑石粉,1,用明矾让瓜子不“哈”，用滑石粉石蜡“美容”，“绿茶瓜子”其实与茶没有一点关系……
馒头,塑化剂,1,食品“染色”事件并非今日才有，之前就发生过酒水塑化剂、染色馒头等食品安全问题。
酸菜,二氧化硫,1,3 坝上酸菜 冀兴和 500g/袋 2012.11.1 张北县民利食品有限公司 二氧化硫
生鲜乳,三聚氰胺,1,三聚氰胺之后，全国开始重点整治和规范生鲜乳的收购。
薯条,二氧化硫,1,    这4批食品分别是标称北京味客隆工贸有限公司生产的“味客隆”炖肉香料，标称福建龙岩市龙汉食品有限公司生产的3批无商标的散装薯片、薯条、薯仔，最多的一种食品所含的二氧化硫实测值是标准值的6.9倍多。
红茶粉,苋菜红,1,据了解，苋菜红是红褐色或暗红色的粉末或颗粒，是一种合成色素，它出现在不应出现的红茶粉里，成了“调色剂”。
乳品,工业明胶,1,受此次工业明胶传闻影响最大的便是乳品企业，酸奶、老酸奶、果冻再被指涉“废旧皮革明胶”。
白酒,塑化剂,1,2012年11月19日，21世纪网以“致命危机：酒鬼酒塑化剂超标260%”为题报道50度酒鬼酒经上海天祥质量技术服务有限公司检测，其塑化剂含量超标，在白酒行业引起了轩然大波。
酒类,塑化剂,1,就此，酒鬼酒提出异议，认为国家没有针对酒类的标准来规定塑化剂的指标限和检测的标准方法，不能套用现行食品中塑化剂的检测标准。
白酒,塑化剂,1,1）不是人为添加（含量、理由），白酒中发现的塑化剂是一种外源性的迁移污染，该类物质在正常的发酵生产中不会产生。
