Entity1	Entity2	Strength
上珍红糖	不溶于水杂质	1
杨梅酒15°	铅	1
日式果乐条	霉菌	1
菠萝片	二氧化硫	2
奶香白巧克力	总砷	1
化核梅条	胭脂红	1
七宝古窖	总酯	1
黑砖茶	氟	1
纯猴头菇粉	铅	1
雪梅	乙酰磺胺酸钾	1
雪梅	安赛蜜	1
紫薯味Q心月饼	霉菌	1
开口爽杏鲍菇	防腐剂	1
乌李梅	亮蓝	1
混合坚果烘焙燕麦片	霉菌	1
情人梅	二氧化硫	1
月潭牌红枣西湖藕粉羹	霉菌	1
农家竹笋	二氧化硫	1
盛真拉益生元草本配方米粉	镉	1
小磨香油	乙基麦芽酚	1
魅惑半甜葡萄酒	山梨酸	1
海藻碘盐	碘	1
炉果	铝	1
红烤虾	镉	1
佳蜜清果	二氧化硫	1
甘草梅饼	霉菌	1
通用型	亚油酸	1
通用型	油酸	1
山楂金糕	脱氢乙酸	1
萧山萝卜	山梨酸	1
甘草仁面	胭脂红	1
江团鱼	恩诺沙星	1
江团鱼	环丙沙星	1
洪江雪峰乌骨鸡	恩诺沙星	1
牛肉丸	山梨酸	1
九制话梅	铅	1
油辣雪菜	苯甲酸	1
精制脆瓜	防腐剂	1
奶香花生	二氧化硫	1
百花蜂蜜	氯霉素	1
麻辣丁	苯甲酸	1
温汤月泉谷富硒大米	镉	1
蓑衣佬农·有机大米	镉	1
鸡肉AD钙婴儿营养米粉	镉	1
寿面	脱氢乙酸	1
全营养整蛋白型	锰	1
精品糙米	镉	1
甜心金桔干	胭脂红	1
樟树贡	丙酸	1
香瓜子	霉菌	1
如皋方便玉米糁	霉菌	1
原味菲力牛排	克伦特罗	1
状元糕	防腐剂	1
龙竹牌榨菜丝	脱氢乙酸	1
卤坊斋麻辣鸭脖	糖精钠	1
手撕鸡排	总砷	1
利妮雅经典纸杯蛋糕	丙二醇	1
荷叶冬瓜苏籽茶	铅	1
海青绿茶	吡虫啉	1
铁观音	水浸出物	1
芒果干	二氧化硫	1
润之家东北长粒香米	镉	1
花生系列2	二氧化硫	1
大馒头	脱氢乙酸	1
梅果肉	二氧化硫	1
烘干压缩海带丝	铅	1
绿豆糕	柠檬黄	1
黄精牡蛎压片糖果	伐地那非	1
甜酒法饼	霉菌	1
甘草瓜子	黄曲霉毒素B1	1
硒米	镉	1
混合坚果燕麦片	霉菌	1
灯影牛肉	山梨酸	1
恩来顺火锅伴侣糖醋蒜	防腐剂	1
常青春牌菁盈胶囊	氟	1
花饽饽	脱氢乙酸	1
提拉米苏切糕	脱氢乙酸	1
百香果汁饮料	安赛蜜	1
糖水樱桃罐头	赤藓红	1
一级大豆油	花生酸	1
干锅千叶豆腐	山梨酸	1
奶油味瓜子	霉菌	1
萝卜皮	防腐剂	1
姚生记奶香味香瓜子	诱惑红	1
红西柚味冰粉	霉菌	1
纯红葡萄酒	甜蜜素	1
滇墨紫米	镉	1
皇家宝贝DHA核桃婴幼儿营养米粉	镉	1
果汁桃片	防腐剂	1
红豆薏仁混合粉	霉菌	1
老干爹萝卜干	阿斯巴甜	1
原果山楂	防腐剂	1
精制粉丝	苯甲酸	1
阿胶红枣桂圆片	铅	1
洋槐蜂蜜	果糖和葡萄糖	1
一技之肠·辣肠	氯霉素	1
鸡冠菌	总砷	1
全荣五香榨菜	防腐剂	1
壹乡源酱板鸭	铅	1
苏式话梅	霉菌	1
半梅	二氧化硫	1
山药黑芝麻粉	霉菌	1
精选青豆角 300克	克百威	1
龙牙百合	二氧化硫	1
红枣开花馒头	甜蜜素	1
运哥中华红	镉	1
钙铁+维生素果味压片糖果	铁	1
品健荷叶牌荷清茶	霉菌	1
甘草瓜子	乙酰磺胺酸钾	1
甘草瓜子	安赛蜜	1
广式伍仁月饼	防腐剂	1
鱿鱼仔	N-二甲基亚硝胺	1
小草虾	呋喃西林代谢物	1
姚生记奶香味香瓜子	罗丹明B	1
无糖 纯藕粉	霉菌	1
酸菜	脱氢乙酸	1
带鱼	甲硝唑	1
明膜	铝	1
冻干草莓脆	糖精钠	1
东方扇虾	镉	1
红枣原浆酒 5年63度原浆	甲醇	1
西瓜子仁	霉菌	1
姚生记奶香味香瓜子	亮蓝	1
手剥大瓜子	霉菌	1
蜜汁烤翅	商业无菌	1
香夫饺子鲜肉饺	沙门氏菌	1
士力架花生夹心巧克力	苯甲酸	1
状元洲·丝苗米	镉	1
桂花乌龙茶	二氧化硫	1
七宝古窖	己酸乙酯	1
红枣开花馒头	脱氢乙酸	1
黑木耳	耳片厚度	1
益鲜源阳山鸡	磺胺类	1
开洋豆干	双乙酸钠	1
烘烤虾皮	N-二甲基亚硝胺	1
聖糖牌宏泰胶囊 糖尿病型	盐酸二甲双胍	1
壹乡源酱板鸭	总砷	1
核桃钙奶黑芝麻糊	霉菌	1
达维贝苹果草莓番茄胡萝卜婴幼儿果汁泥	总钠	1
武昌鱼	山梨酸	1
白干	双乙酸钠	1
化核梅条	亮蓝	1
金银花菊花晶	霉菌	1
皮蛋瘦肉风味粥	霉菌	1
人参黄精桑椹片	铅	1
韩半梅	山梨酸	1
白菜	脱氢乙酸	1
高粱面粉	铅	1
原味熟花生	霉菌	1
小黄鱼	挥发性盐基氮	1
火爆辣丝	脱氢乙酸	1
湿面	脱氢乙酸	1
小米辣	镉	1
凉拌鸡爪	防腐剂	1
刘井粉丝	铝	2
奇亚籽&amp;水果燕麦杯	霉菌	1
矿泉水	界限指标-锂	2
美味榨菜片	苯甲酸	1
无根小片黑木耳	干湿比	1
梭子蟹2	镉	1
凉拌鸡爪	山梨酸	1
话卜丝	苯甲酸	1
野生鲜活梭子蟹	镉	1
炸鸡腿	亚硝酸盐	1
炸鸡腿	硝酸盐	1
糯米酒	甲醇	1
响当当鲜爽榨菜丝	苯甲酸	1
咸菜	铝	1
黄豆苗	4-氯苯氧乙酸	1
牛椒	吡虫啉	1
大东北红豆糯米方糕 雪糕	甜蜜素	1
牛椒	甲氨基阿维菌素苯甲酸盐	1
牛椒	苯甲酸	1
牛椒	阿维菌素	1
牛椒	多菌灵	1
玫瑰梅	甜蜜素	1
荞蒜	糖精钠	1
大条型年糕	山梨酸	1
晒面	脱氢乙酸	1
小条型年糕	山梨酸	1
小条型年糕	脱氢乙酸	1
大条型年糕	脱氢乙酸	1
小老姜	噻虫胺	1
豆沙月饼	防腐剂	1
凉拌王	铅	1
姜母茶	山梨酸	1
青脆梅	甜蜜素	1
大老姜	噻虫胺	3
大麦茶	铅	1
陈年花雕风味调味料	氨基酸态氮	1
每日坚果	霉菌	1
豆干	山梨酸	1
白豆腐干	双乙酸钠	1
尖椒	甲氨基阿维菌素苯甲酸盐	2
尖椒	苯甲酸	2
尖椒	阿维菌素	2
红糕	脱氢乙酸	1
水柿饼	霉菌	1
剁椒小萝卜	防腐剂	1
剁椒小萝卜	山梨酸	1
剁椒小萝卜	苯甲酸	1
酸枣丝	苯甲酸	1
红塘包	糖精钠	1
窖藏白酒	甜蜜素	1
坚果燕麦片	霉菌	1
带豆	毒死蜱	1
青椒	甲氨基阿维菌素苯甲酸盐	1
青椒	苯甲酸	1
青椒	阿维菌素	1
西红柿	甲氨基阿维菌素苯甲酸盐	1
西红柿	苯甲酸	1
西红柿	阿维菌素	1
法国波尔家-丽卡甜白葡萄酒	山梨酸	1
科罗兰月饼	糖精钠	1
南瓜包	糖精钠	1
牛筋头	山梨酸	2
枣香萝卜头	阿斯巴甜	1
红泡椒	镉	1
米糕	霉菌	1
高山线茄	甲氰菊酯	1
水面	脱氢乙酸	1
安吉白茶	草甘膦	1
茶π	茶多酚	1
红丝	防腐剂	1
聚鑫隆酱园五香榨菜	防腐剂	1
红丝	脱氢乙酸	1
饮用水	电导率	1
红富士苹果	敌敌畏	1
脆皮年糕	山梨酸	1
双鱼米醋酿造食醋	总酸	1
四方田•刺梨露酒	甲醇	1
茼蒿	氟	1
罗非鱼	呋喃西林代谢物	1
大白菜	甲氨基阿维菌素苯甲酸盐	1
大白菜	苯甲酸	1
大白菜	阿维菌素	1
金霍脆酸菜	防腐剂	1
XO酱汁肉粒	氯霉素	1
小米糕	脱氢乙酸	1
黑米糕	脱氢乙酸	1
五谷莲子酒	铅	1
鸡蛋糕	丙二醇	1
茶π	咖啡因	1
玫瑰米醋	不挥发酸	1
芒果干	柠檬黄	1
龙吟去皮榨菜片	苯甲酸	1
牛肉干	铅	1
原创豆角干味	霉菌	1
御江堂®碧螺春	水胺硫磷	1
可可粉	霉菌	1
萝卜丝海蜇	铝	1
豆腐皮	山梨酸	1
青柑普洱	茶多酚	1
草莓满满杯	霉菌	1
长黄豆芽	6-苄基腺嘌呤	2
楼老七去皮榨菜丝	甜蜜素	1
上海记忆 风味酸牛奶	铅	1
快菜	甲氨基阿维菌素苯甲酸盐	1
快菜	苯甲酸	1
快菜	阿维菌素	1
长黄豆芽	4-氯苯氧乙酸	2
芋艿	氯唑磷	1
旺旺梅酒风味乌龙茶	咖啡因	1
唯顶汇铁棍山药粉条	铝	1
茶瓦纳抹茶饮料粉	霉菌	1
草莓物语	霉菌	1
坚果营养羹	霉菌	1
绿森林牌左旋肉碱茶多酚片	霉菌	1
可口萝卜	甜蜜素	1
甲鱼	氯霉素	2
茶干	脱氢乙酸	1
多味香瓜子	甜蜜素	1
豌豆粉丝	苯甲酸	1
旺旺梅酒风味乌龙茶	茶多酚	1
缤纷葡萄干	霉菌	1
卤鸭舌	亚硝酸盐	1
卤鸭舌	硝酸盐	1
多彩葡萄干	霉菌	1
冬瓜茶蔬菜汁饮料	乙酰磺胺酸钾	1
冬瓜茶蔬菜汁饮料	安赛蜜	1
肉松蛋糕	山梨酸	1
椒盐味香瓜子	甜蜜素	1
香辣味小鱼	镉	1
黄精	镉	1
龙顺牌泡菜	糖精钠	1
苹果草莓果汁泥	铅	1
圣源饮用天然水	溴酸盐	1
小萝卜头	糖精钠	1
豆腐块	苯甲酸	1
仙居云雾茶	毒死蜱	1
魔芋爽香辣素毛肚	脱氢乙酸	1
仙居云雾茶	铅	1
上官之珠饮用天然水	溴酸盐	1
包干	苯甲酸	1
包干	防腐剂	1
冰糖橙	水胺硫磷	1
高山绿茶	水胺硫磷	1
带鱼	镉	1
湿河粉	脱氢乙酸	1
高山绿茶	氰戊菊酯	1
大悲山饮用天然水	溴酸盐	1
尖叫等渗运动饮料	苯甲酸	1
百年老窖	甜蜜素	1
纯手工制作鱼饼	脱氢乙酸	1
东风螺	氟	1
腌酱瓜	防腐剂	1
手剥香瓜子	糖精钠	1
海苔风味拌饭料	总砷	1
腌酱瓜	苯甲酸	1
柠檬味饮料	山梨酸	1
糕点	霉菌	1
腌酱瓜	糖精钠	1
研磨时光意式咖啡豆	咖啡因	1
嫩菜芯	甜蜜素	1
八宝菜	甜蜜素	1
老蛋糕	脱氢乙酸	1
麻辣鲜	铅	1
老蛋糕	防腐剂	1
五加皮酒	霉菌	1
核桃味花生	铅	1
麻辣	铅	1
乌干菜	铅	1
猪肚丸	山梨酸	1
油菜花蜂蜜	呋喃西林代谢物	1
土豆	铅	1
农家豆芽	6-苄基腺嘌呤	1
土豆	杀螟硫磷	1
马蹄酥	防腐剂	1
水果坚果香脆燕麦片	霉菌	1
蜜桔鲜果捞罐头	甜蜜素	1
白水鱼干	镉	1
小麦饼	脱氢乙酸	1
生姜	氯氰菊酯	1
泥姜	铅	1
九制黄精芝麻丸	铅	1
多味双缸油	氨基酸态氮	2
多味双缸油	铵盐	1
青菜	铅	1
香芹菜	噻虫胺	1
油麦菜	乐果	1
鱼骨粒	N-二甲基亚硝胺	1
鲜精	铅	1
菠菜	甲拌磷	1
相思梅	糖精钠	1
深海鳕鱼派	N-二甲基亚硝胺	2
猪舌头	沙丁胺醇	2
猪耳朵	氯霉素	3
卤鸡爪	氯霉素	1
猪耳朵	沙丁胺醇	3
猪耳朵	克伦特罗	3
猪舌头	酸性橙Ⅱ	2
卤鸡爪	克伦特罗	1
猪耳朵	糖精钠	3
猪耳朵	胭脂红	3
猪耳朵	酸性橙Ⅱ	3
酱鸭	莱克多巴胺	1
猪头肉	沙丁胺醇	2
猪头肉	克伦特罗	2
猪舌头	氯霉素	2
猪头肉	总砷	2
猪头肉	胭脂红	2
猪耳朵	总砷	3
酱鸭	沙丁胺醇	1
酱鸭	克伦特罗	1
酱鸭	糖精钠	1
猪头肉	糖精钠	2
猪舌头	克伦特罗	2
猪头肉	酸性橙Ⅱ	2
猪舌头	胭脂红	2
卤鸡爪	糖精钠	1
猪舌头	糖精钠	2
卤鸡爪	总砷	1
猪头肉	莱克多巴胺	2
猪头肉	氯霉素	2
猪舌头	总砷	2
酱鸭	总砷	1
卤鸡爪	莱克多巴胺	1
卤鸡爪	胭脂红	1
卤鸡爪	酸性橙Ⅱ	1
卤鸡爪	沙丁胺醇	1
绿茶	水胺硫磷	1
松子枣泥麻饼	苯甲酸	1
3+2双重夹心吐司面包	霉菌	1
久香老陈皮	甜蜜素	1
柳州螺蛳粉	霉菌	1
田趣金桂蜜柚红茶	铅	1
铁板鱿鱼条	N-二甲基亚硝胺	1
金丝猫五香榨菜酱	苯甲酸	1
冰糖橙	丙溴磷	1
冰鲜鲜冻面包蟹	镉	1
麻辣腿	苯甲酸	1
五香干菜	苯甲酸	1
长豆角	甲胺磷	1
鹌鹑蛋	氟甲砜霉素	1
老糖醋鸡爪	苯甲酸	1
新疆辣皮子油馕	糖精钠	1
双利牌油炒萝卜干	铅	1
青美人椒	噻虫胺	1
旺旺碎冰冰	糖精钠	1
大状元糕	霉菌	1
果の恋黄桃味饮料	糖精钠	1
旺旺碎冰冰	苯甲酸	1
黄白菜	毒死蜱	1
旺旺碎冰冰	山梨酸	1
老鸭	甲硝唑	1
枣沙蛋糕	脱氢乙酸	1
九制杨梅	甜蜜素	1
舟山活冻公梭子蟹	镉	1
大洋世家舟山梭子蟹	镉	2
条形年糕	脱氢乙酸	1
卤猪肝	亚硝酸盐	1
卤猪肝	硝酸盐	1
苏州青	毒死蜱	1
黄瓜	毒死蜱	1
鱼钩	恩诺沙星	1
鱼钩	环丙沙星	1
Q心饼	脱氢乙酸	1
香辣鲅鱼罐头	山梨酸	1
双宫灯	苯甲酸	1
有机香菇	镉	1
鸡蛋	金刚乙胺	1
甄乡鸡蛋	氟	1
南国稻香米	镉	1
康师傅绿茶调味茶饮品	咖啡因	1
康师傅 茉莉柚茶	茶多酚	1
小黄鳝	甲氧苄氨嘧啶	1
小黄鳝	磺胺类	1
双鱼米醋	总酸	1
小黄鳝	环丙沙星	1
康师傅绿茶调味茶饮品	茶多酚	1
延安槐树花蜜	甲硝唑	1
海皇牌原酿料酒	氨基酸态氮	1
汪刺鱼	环丙沙星	1
北海道风味烤鱿鱼	N-二甲基亚硝胺	1
明虾	土霉素	3
土豆淀粉	霉菌	1
山楂片	霉菌	1
蛋糕杯	脱氢乙酸	1
长豇豆	氟	1
油麦菜	氟	1
白壳鸡蛋	磺胺类	1
切块蛋糕	脱氢乙酸	1
毛蟹	镉	3
调味汁	总酸	2
生鸭蛋	氟	1
金华酥饼	霉菌	1
开心抹茶	咖啡因	1
糯高粱酒	甜蜜素	1
开心抹茶	茶多酚	1
爆辣鸭肠	铅	1
纯粮荞麦酒	氰化物	1
红高粱酒	氰化物	1
大公鸡	尼卡巴嗪	1
青辣椒	噻虫胺	1
散称鸡蛋	氟	1
复用餐饮具	阴离子合成洗涤剂	1
吐司	苯甲酸	1
酥饼	糖精钠	1
亲嘴蒜	防腐剂	1
缤纷田园韭菜	腐霉利	1
荞麦烧	甲醇	1
黄土鸭蛋	氟	1
新鲜带豆	灭蝇胺	1
黄米粿	脱氢乙酸	1
红曲料酒	氨基酸态氮	1
黑鱼	甲硝唑	1
龙门米酒	甜蜜素	1
猪肚	莱克多巴胺	1
烤鸭	亚硝酸盐	1
烤鸭	硝酸盐	1
带豆	噻虫嗪	1
小姜	吡虫啉	1
小葱	甲基异柳磷	2
高纤宝玉米粥片	霉菌	1
AD钙乳酸果冻	霉菌	1
菜包	苯甲酸	1
沙糖桔	2,4-滴	1
雪里蕻菜	防腐剂	1
白皮鸡蛋	甲硝唑	1
羊排肉	五氯酚酸钠	1
杨梅罐头	柠檬黄	1
葱	甲胺磷	1
老坛萝卜干	防腐剂	1
无添蔗糖小奶糕蛋糕	防腐剂	1
香肠	亚硝酸盐	1
香肠	硝酸盐	1
香辣鱼仔	镉	1
椰果罐头	柠檬黄	1
蜜枣	二氧化硫	1
千层蛋糕	苯甲酸	1
猕猴桃白酒	甜蜜素	1
蜂巢蛋糕	苯甲酸	1
草鸡蛋	甲硝唑	1
鲳鱼	五氯酚酸钠	1
糙米卷膨化食品	山梨酸	1
鲜活对虾	恩诺沙星	1
鲜活对虾	环丙沙星	1
虾	呋喃唑酮	1
玉米淀粉	霉菌	1
高粱烧	糖精钠	1
免煮珍珠粉圆	铝	1
黄金蕉	吡虫啉	1
腌大蒜	二氧化硫	1
浦之玉大米	镉	1
荞麦烧	糖精钠	1
老式鲜鸡蛋糕	山梨酸	1
老式鲜鸡蛋糕	防腐剂	1
老式鲜鸡蛋糕	脱氢乙酸	1
面团	铝	2
烘干海带丝	铝	1
美味鲜酱油	山梨酸	2
热带果肉	糖精钠	1
猪夹心肉	恩诺沙星	1
猪夹心肉	环丙沙星	1
三黄鸡	五氯酚酸钠	1
泰之叶红茶	草甘膦	1
海苔	铅	1
腌大蒜	甜蜜素	1
美味虎皮棒	防腐剂	1
黑尖鱼	镉	1
牛腿肉	地塞米松	1
梅干菜	甜蜜素	1
螺丝椒	甲氨基阿维菌素苯甲酸盐	1
螺丝椒	苯甲酸	1
螺丝椒	阿维菌素	1
龙游发糕	脱氢乙酸	1
香梨	氟	1
乐虎®牛磺酸肌醇饮料	铅	1
肉松蛋糕卷	脱氢乙酸	1
鹅	氟甲砜霉素	1
鹅	氟	1
鹅	甲砜霉素	1
芙拉薇赫纯牛奶	非脂乳固体	1
枇杷	戊唑醇	1
花螺	呋喃西林代谢物	1
手剥笋	山梨酸	2
河虾	五氯酚酸钠	3
红糖酥饼	霉菌	1
腌萝卜	糖精钠	2
海苔味油赞子	铝	1
欢乐休闲食品	防腐剂	1
雪菜包	苯甲酸	1
五香榨菜丝	防腐剂	1
雪菜包	山梨酸	1
大头鱼	呋喃它酮代谢物	1
干百合	二氧化硫	1
鸡毛菜	啶虫脒	1
老婆梅	胭脂红	1
劲达果丹皮	亮蓝	1
水杯	阴离子合成洗涤剂	1
罗山豆腐乳	苯甲酸	1
奶酪包	霉菌	1
绿茶	草甘膦	1
老姜	氯氰菊酯	1
罗山豆腐乳	山梨酸	1
岳峰饮用天然水	溴酸盐	1
糟烧大曲	甜蜜素	1
老姜	乐果	1
牛奶沙拉面包	防腐剂	1
鲜活草鱼	五氯酚酸钠	1
麻团	甜蜜素	1
深水黄鱼	五氯酚酸钠	1
FP菠菜	毒死蜱	1
玫瑰花果冻	霉菌	1
精制糯米	铅	1
黄颡鱼	恩诺沙星	1
深水养殖黄鱼	恩诺沙星	1
鲶鱼	氟	1
南瓜玉米馒头	甜蜜素	2
羊羔	甜蜜素	1
东鹏特饮维生素功能饮料	红地那非	2
红枣糕	山梨酸	1
烤肠	亚硝酸盐	1
烤肠	硝酸盐	1
冻鸡腿肉	五氯酚酸钠	1
酸豆角	苯甲酸	1
老红糖馒头	甜蜜素	1
广祥泰鸡饭老抽酿造酱油	氨基酸态氮	1
即食海蜇头	苯甲酸	1
亲嘴烧	霉菌	1
三黄鸡	替米考星	1
萝卜响	铅	1
生物钙凝胶糖果	铅	1
麦脆蛋糕卷	脱氢乙酸	1
4-6黄鱼	恩诺沙星	1
4-6黄鱼	环丙沙星	1
长虹豆	灭蝇胺	1
甜椒	吡虫啉	1
免煮珍珠	山梨酸	1
金樱子酒	甲醇	1
巧益卤味豆干	山梨酸	1
土蜂蜜	呋喃西林代谢物	1
三黄鸡	恩诺沙星	1
豇豆干	二氧化硫	1
江蟹	镉	1
宇治金时味燕麦乳茶	茶多酚	1
鲜面条	脱氢乙酸	1
方块蛋糕	脱氢乙酸	1
软式面包	防腐剂	1
挂面	脱氢乙酸	1
四季豆	氟	1
白香干	山梨酸	1
红油酸辣豆角	防腐剂	1
芥菜	糖精钠	1
鲜活小龙虾	呋喃妥因代谢物	1
鱼生汤萝卜丝	甜蜜素	1
腌荞头	苯甲酸	1
红高粱酒	甜蜜素	1
绿豆糕	山梨酸	1
绿豆糕	纳他霉素	1
绿豆糕	苯甲酸	1
苦槠豆腐	铝	1
新味海蜇	铝	1
长寿面	脱氢乙酸	1
五味子蜂蜜	呋喃唑酮	1
酿造食醋	不挥发酸	1
酱腌菜	铅	1
冰糖金桔	胭脂红	1
水产	山梨酸	1
海带丝	山梨酸	1
桂花糕	金黄色葡萄球菌	1
多宝鱼	亮蓝	1
多宝鱼	苋菜红	1
蔬菜	甲氨基阿维菌素苯甲酸盐	1
蔬菜	吡虫啉	1
婴儿配方奶粉	铁	1
蔬菜	噻虫胺	1
蔬菜	倍硫磷	1
长豆角	噻虫胺	1
鸡蛋	铝	1
水产	地西泮	1
蔬菜	乐果	1
大蒜	噻虫胺	1
煎饼	铝	1
枣花蜂蜜	呋喃西林代谢物	1
白条鸡	甲氧苄啶	1
水产	恩诺沙星	1
淡水鱼	恩诺沙星	1
甘草仁面	甜蜜素	1
牛肉	铝	1
海苔	N-二甲基亚硝胺	1
罗非鱼	磺胺类	1
马铃薯粉条	硒	1
蔬菜	镉	1
水产品	山梨酸	1
铁棍山药粉	铝	1
水产品	地西泮	1
散装白酒	甲醇	1
蔬菜	克百威	1
蔬菜	啶虫脒	1
奶茶	能量	1
酸菜	防腐剂	1
糖果	能量	1
纯牛奶	能量	1
食用油	食盐	1
土豆	硒	1
牛肉	呋喃西林代谢物	1
新鲜鸡蛋	恩诺沙星	1
山鸡蛋	氯霉素	1
罗非鱼	恩诺沙星	1
白菜	啶虫脒	1
鱿鱼	N-二甲基亚硝胺	1
茶叶	水胺硫磷	1
水产	呋喃唑酮	1
蔬菜	甲拌磷	1
蔬菜	腐霉利	1
煎饼	脱氢乙酸	1
水产	甲硝唑	1
黄花鱼	甲硝唑	1
豆角	倍硫磷	1
米粉	钙	1
蔬菜	毒死蜱	1
白条鸡	恩诺沙星	1
黄豆酱油	苯甲酸	1
酿造酱油	苯甲酸	1
蜂蜜	防腐剂	1
土蜂蜜	甲硝唑	1
洋槐蜜	氯霉素	1
鸡	总汞	1
蔬菜	脱氢乙酸	1
泡菜	防腐剂	1
海水蟹	呋喃西林代谢物	1
青蟹	呋喃西林代谢物	1
黄豆酱油	铵盐	1
香醋	苯甲酸	1
鸭肫	氯霉素	1
有机山茶油	特丁基对苯二酚	1
米粉	铁	1
米粉	锌	1
水产	N-二甲基亚硝胺	1
茶叶	霉菌	1
花甲	孔雀石绿	1
蔬菜	多菌灵	1
水产	镉	1
黄瓜	乐果	1
麻辣	山梨酸	1
炒米	霉菌	1
葡萄酒	甜蜜素	1
杏仁	甜蜜素	1
鸭	山梨酸	1
压片糖果	格列本脲	1
山药	格列本脲	1
方便食品	能量	1
鸡肉	氯霉素	1
水产	氯霉素	1
长豆	甲基异柳磷	1
刀削面	脱氢乙酸	1
菜豆	甲胺磷	1
食用油	乙基麦芽酚	1
蔬菜	大肠杆菌	1
鸡蛋	沙门氏菌	1
包子	糖精钠	1
鸡	氯霉素	1
豆角	水胺硫磷	1
海水虾	镉	1
油麦菜	甲拌磷	1
鲟鱼	地西泮	1
虾	防腐剂	1
鲤鱼	五氯酚酸钠	1
葡萄酒	赭曲霉毒素A	1
糖果	防腐剂	1
水产	呋喃西林代谢物	1
糕点	甜蜜素	1
老姜	铝	1
水产	铝	1
纯净水	电导率	1
长豆角	乐果	1
法式面包	脱氢乙酸	1
羊肉	克伦特罗	1
后腿肉	磺胺类	1
五花肉	磺胺类	1
鲜牛肉	阴离子合成洗涤剂	1
豆角	乐果	1
青菜	甲拌磷	1
水产品	孔雀石绿	1
畜禽肉	孔雀石绿	1
花生酱	黄曲霉毒素B1	1
压片糖果	西布曲明	1
槽子糕	纳他霉素	1
糕点	纳他霉素	1
饮用天然泉水	余氯	1
饮用天然泉水	亚硝酸盐	1
饮用天然泉水	锶	1
鸡肉	锰	1
蔬菜	4-氯苯氧乙酸	1
鸭脖	亚硝酸盐	1
青菜	亚硝酸盐	1
调味料	黄曲霉毒素B1	1
鸡肝	氯霉素	1
白酒	己酸乙酯	1
白酒	总酯	1
白酒	总酸	1
水产品	甲醛	1
牛百叶	甲醛	1
土鸡	呋喃西林代谢物	1
糕点	食盐	1
手撕鸡排	山梨酸	1
鸡肝	五氯酚酸钠	1
糖果	西布曲明	1
辣椒	叶黄素	1
猪肉	镉	1
年糕	霉菌	1
方便食品	霉菌	1
酿造食醋	苯甲酸	1
猪肉	地塞米松	1
蔬菜	恩诺沙星	1
蔬菜制品	食盐	1
土鸡	尼卡巴嗪	1
鲜鸡肉	恩诺沙星	1
猪肝	多西环素	1
芹菜	氯氰菊酯	1
陈皮	氯霉素	1
鲜鸡	甲氧苄啶	1
鲜鸡	金刚烷胺	1
乌骨鸡	金刚烷胺	1
碧螺春茶	乐果	1
糕点	防腐剂	1
黄豆芽	亚硫酸盐	1
蔬菜	亚硫酸盐	1
海苔	山梨酸	1
芝麻月饼	脱氢乙酸	1
蔬菜	丙二醇	1
小麦粉	丙二醇	1
糕点	丙二醇	1
蔬菜	6-苄基腺嘌呤	1
红豆粽	糖精钠	1
桂鱼	呋喃西林代谢物	1
水产品	五氯酚酸钠	1
饼干	铁	1
豌豆粉丝	二氧化硫	1
米粉	碘	1
米粉	泛酸	1
胡萝卜	总钠	1
山药	二氧化硫	1
牛后腿肉	五氯酚酸钠	1
五香花生	黄曲霉毒素B1	1
腊肉	氯霉素	1
牛肉干	苯甲酸	1
葡萄酒	苯甲酸	1
葡萄酒	山梨酸	1
虾	镉	1
白条鸡	多西环素	1
大公鸡	多西环素	1
蔬菜	阿维菌素	1
蛋糕	丙二醇	1
水产	环丙沙星	1
水产	二氧化硫	1
鲫鱼	呋喃西林代谢物	1
蟹	呋喃西林代谢物	1
白条鸡	环丙沙星	1
饼干	霉菌	1
蔬菜	氯氰菊酯	1
鲤鱼	呋喃西林代谢物	1
淡水鱼	磺胺类	1
水产	孔雀石绿	1
水产	霉菌	1
幼儿配方奶粉	核苷酸	1
花甲	呋喃西林代谢物	1
公鸡	金刚烷胺	1
豆腐皮	铅	1
蔬菜	铅	1
妈咪朵益生菌米乳	钙	1
淡水鱼	孔雀石绿	1
武昌鱼	孔雀石绿	1
红虾	氯霉素	1
肉鸡	恩诺沙星	1
肉鸡	环丙沙星	1
黄花鱼	环丙沙星	1
上海青	乐果	1
海虾	镉	1
幼儿配方奶粉	灰分	1
西梅	总钠	1
糖果	霉菌	1
李干	铅	1
盐津陈皮	脱氢乙酸	1
香蕉	总钠	1
基围虾	呋喃唑酮	1
猪里脊肉	磺胺类	1
鲜猪肉	磺胺类	1
三黄鸡	土霉素	1
辣椒	乐果	1
杭椒	乐果	1
鸡肉	呋喃西林代谢物	1
香蕉	铁	1
香蕉	钙	1
香蕉	锌	1
姜	霉菌	1
老婆梅	二氧化硫	1
麻辣	胭脂红	1
百合	防腐剂	1
枸杞	防腐剂	1
杏脯	防腐剂	1
青线椒	乐果	1
豆角	克百威	1
柑	三唑磷	1
豆角	甲基异柳磷	1
青稞酒	霉菌	1
活鲫鱼	环丙沙星	1
鲈鱼	孔雀石绿	1
鳜鱼	孔雀石绿	1
菠菜	总钠	1
小磨香油	黄曲霉毒素B1	1
黑芝麻	黄曲霉毒素B1	1
黄瓜	恩诺沙星	1
黄瓜	环丙沙星	1
土鸡	磺胺类	1
咸干花生	二氧化硫	1
果丹皮	胭脂红	1
小节肠	胭脂红	1
